date,open,high,low,close,volume,stockName
2024-01-05 09:15:00+05:30,3379.95,3380.4,3368.5,3374.0,16154,ASIANPAINT
2024-01-05 09:20:00+05:30,3371.1,3374.35,3368.05,3371.1,10056,ASIANPAINT
2024-01-05 09:25:00+05:30,3371.1,3376.7,3369.0,3370.45,7553,ASIANPAINT
2024-01-05 09:30:00+05:30,3370.45,3370.45,3365.5,3367.4,6228,ASIANPAINT
2024-01-05 09:35:00+05:30,3367.45,3370.75,3367.1,3369.0,6036,ASIANPAINT
2024-01-05 09:40:00+05:30,3369.0,3371.0,3368.7,3369.1,3101,ASIANPAINT
2024-01-05 09:45:00+05:30,3369.15,3369.65,3366.05,3368.65,5004,ASIANPAINT
2024-01-05 09:50:00+05:30,3367.6,3370.45,3367.0,3368.75,3622,ASIANPAINT
2024-01-05 09:55:00+05:30,3368.75,3372.05,3368.2,3371.7,3352,ASIANPAINT
2024-01-05 10:00:00+05:30,3371.3,3379.65,3370.5,3377.55,6897,ASIANPAINT
2024-01-05 10:05:00+05:30,3377.55,3377.55,3370.5,3370.7,2600,ASIANPAINT
2024-01-05 10:10:00+05:30,3370.7,3374.0,3370.7,3372.5,2188,ASIANPAINT
2024-01-05 10:15:00+05:30,3372.25,3372.95,3366.6,3366.6,3418,ASIANPAINT
2024-01-05 10:20:00+05:30,3366.6,3369.3,3366.0,3369.3,3845,ASIANPAINT
2024-01-05 10:25:00+05:30,3369.35,3369.6,3366.0,3366.65,2993,ASIANPAINT
2024-01-05 10:30:00+05:30,3366.25,3369.5,3366.0,3369.35,1892,ASIANPAINT
2024-01-05 10:35:00+05:30,3369.35,3369.35,3366.6,3367.3,1970,ASIANPAINT
2024-01-05 10:40:00+05:30,3367.3,3367.3,3360.5,3360.5,9964,ASIANPAINT
2024-01-05 10:45:00+05:30,3361.5,3363.0,3358.2,3361.5,4836,ASIANPAINT
2024-01-05 10:50:00+05:30,3361.95,3363.0,3360.5,3361.0,3668,ASIANPAINT
2024-01-05 10:55:00+05:30,3361.2,3364.75,3360.75,3364.75,2435,ASIANPAINT
2024-01-05 11:00:00+05:30,3363.7,3364.8,3362.05,3364.8,1646,ASIANPAINT
2024-01-05 11:05:00+05:30,3364.8,3368.85,3364.6,3367.3,2161,ASIANPAINT
2024-01-05 11:10:00+05:30,3367.3,3368.1,3365.25,3367.4,1383,ASIANPAINT
2024-01-05 11:15:00+05:30,3367.4,3367.8,3363.05,3367.4,2873,ASIANPAINT
2024-01-05 11:20:00+05:30,3367.0,3367.5,3363.05,3367.5,2688,ASIANPAINT
2024-01-05 11:25:00+05:30,3367.5,3368.5,3365.5,3367.5,2250,ASIANPAINT
2024-01-05 11:30:00+05:30,3367.5,3368.65,3365.05,3366.85,1751,ASIANPAINT
2024-01-05 11:35:00+05:30,3366.85,3368.65,3365.1,3365.55,1912,ASIANPAINT
2024-01-05 11:40:00+05:30,3365.55,3367.0,3363.0,3363.7,6627,ASIANPAINT
2024-01-05 11:45:00+05:30,3363.7,3367.0,3362.05,3364.7,3324,ASIANPAINT
2024-01-05 11:50:00+05:30,3364.7,3366.95,3363.75,3365.65,2261,ASIANPAINT
2024-01-05 11:55:00+05:30,3365.65,3367.0,3364.65,3366.2,1982,ASIANPAINT
2024-01-05 12:00:00+05:30,3366.2,3368.0,3366.05,3367.5,2069,ASIANPAINT
2024-01-05 12:05:00+05:30,3367.5,3368.75,3367.0,3368.4,2831,ASIANPAINT
2024-01-05 12:10:00+05:30,3368.4,3370.0,3367.4,3368.4,4260,ASIANPAINT
2024-01-05 12:15:00+05:30,3368.4,3370.0,3367.35,3369.95,2671,ASIANPAINT
2024-01-05 12:20:00+05:30,3369.95,3370.0,3368.45,3369.25,2126,ASIANPAINT
2024-01-05 12:25:00+05:30,3369.25,3370.0,3368.85,3369.5,1499,ASIANPAINT
2024-01-05 12:30:00+05:30,3369.5,3370.0,3368.0,3369.0,1920,ASIANPAINT
2024-01-05 12:35:00+05:30,3369.0,3369.0,3367.0,3368.35,1802,ASIANPAINT
2024-01-05 12:40:00+05:30,3368.35,3371.9,3367.05,3371.9,3504,ASIANPAINT
2024-01-05 12:45:00+05:30,3371.9,3372.1,3369.2,3370.95,2365,ASIANPAINT
2024-01-05 12:50:00+05:30,3370.95,3371.25,3369.05,3369.1,1682,ASIANPAINT
2024-01-05 12:55:00+05:30,3369.7,3371.0,3363.95,3364.5,16181,ASIANPAINT
2024-01-05 13:00:00+05:30,3365.8,3368.3,3364.2,3367.25,4989,ASIANPAINT
2024-01-05 13:05:00+05:30,3367.25,3368.4,3365.7,3366.25,2025,ASIANPAINT
2024-01-05 13:10:00+05:30,3366.25,3368.0,3365.7,3366.55,2196,ASIANPAINT
2024-01-05 13:15:00+05:30,3366.55,3367.35,3365.3,3365.95,1422,ASIANPAINT
2024-01-05 13:20:00+05:30,3365.8,3366.05,3365.3,3366.0,3291,ASIANPAINT
2024-01-05 13:25:00+05:30,3366.0,3367.95,3365.55,3367.55,2481,ASIANPAINT
2024-01-05 13:30:00+05:30,3367.5,3367.65,3365.1,3366.35,2886,ASIANPAINT
2024-01-05 13:35:00+05:30,3366.4,3367.75,3365.1,3366.1,2345,ASIANPAINT
2024-01-05 13:40:00+05:30,3366.3,3368.0,3365.0,3366.0,3418,ASIANPAINT
2024-01-05 13:45:00+05:30,3366.0,3368.0,3365.0,3366.5,2908,ASIANPAINT
2024-01-05 13:50:00+05:30,3366.5,3368.0,3365.0,3366.55,2816,ASIANPAINT
2024-01-05 13:55:00+05:30,3366.55,3367.8,3365.0,3366.7,2489,ASIANPAINT
2024-01-05 14:00:00+05:30,3366.7,3366.8,3363.0,3363.45,5933,ASIANPAINT
2024-01-05 14:05:00+05:30,3363.45,3368.0,3363.4,3368.0,4770,ASIANPAINT
2024-01-05 14:10:00+05:30,3368.0,3371.0,3366.55,3369.95,10682,ASIANPAINT
2024-01-05 14:15:00+05:30,3369.95,3370.9,3366.9,3369.8,10389,ASIANPAINT
2024-01-05 14:20:00+05:30,3370.0,3372.0,3366.65,3368.75,10494,ASIANPAINT
2024-01-05 14:25:00+05:30,3368.3,3371.45,3367.2,3369.5,3831,ASIANPAINT
2024-01-05 14:30:00+05:30,3369.2,3370.85,3366.95,3368.65,4070,ASIANPAINT
2024-01-05 14:35:00+05:30,3368.65,3369.9,3366.3,3368.15,4274,ASIANPAINT
2024-01-05 14:40:00+05:30,3368.15,3368.4,3363.55,3366.75,4273,ASIANPAINT
2024-01-05 14:45:00+05:30,3366.75,3368.15,3364.15,3367.05,4751,ASIANPAINT
2024-01-05 14:50:00+05:30,3368.1,3368.4,3362.0,3366.8,7885,ASIANPAINT
2024-01-05 14:55:00+05:30,3366.8,3370.0,3363.0,3366.05,9801,ASIANPAINT
2024-01-05 15:00:00+05:30,3365.15,3366.75,3358.0,3358.05,24333,ASIANPAINT
2024-01-05 15:05:00+05:30,3358.0,3360.75,3356.15,3357.25,17953,ASIANPAINT
2024-01-05 15:10:00+05:30,3357.0,3360.45,3355.3,3356.9,19555,ASIANPAINT
2024-01-05 15:15:00+05:30,3356.95,3357.25,3350.85,3351.05,22159,ASIANPAINT
2024-01-05 15:20:00+05:30,3351.05,3352.5,3348.05,3350.0,18832,ASIANPAINT
2024-01-05 15:25:00+05:30,3349.95,3355.15,3348.0,3352.0,17931,ASIANPAINT
